window_id,timestamp_ms,label,ax,ay,az,gx,gy,gz
1777651392540,1777651392950,Up,1.043,0.171,-0.132,-14.855,17.756,1.359
1777651392540,1777651392959,Up,1.027,0.153,-0.131,-15.42,18.168,0.153
1777651392540,1777651392965,Up,1.025,0.125,-0.126,-15.863,19.176,2.031
1777651392540,1777651392981,Up,1.016,0.112,-0.095,-14.534,19.71,5.817
1777651392540,1777651393006,Up,1.01,0.105,-0.082,-10.702,20.733,13.252
1777651392540,1777651393022,Up,0.984,0.099,-0.086,-5.511,22.061,21.45
1777651392540,1777651393028,Up,0.985,0.127,-0.094,-4.504,23.924,26.687
1777651392540,1777651393041,Up,0.987,0.129,-0.097,-3.481,25.618,28.718
1777651392540,1777651393053,Up,1.0,0.139,-0.091,-3.695,24.489,27.038
1777651392540,1777651393060,Up,1.021,0.144,-0.067,-4.55,23.603,22.244
1777651392540,1777651393070,Up,0.999,0.128,-0.066,-5.099,23.221,17.557
1777651392540,1777651393077,Up,0.995,0.129,-0.065,-6.0,23.405,13.298
1777651392540,1777651393093,Up,0.984,0.125,-0.054,-7.634,22.534,9.145
1777651392540,1777651393099,Up,0.972,0.118,-0.055,-8.519,22.137,4.076
1777651392540,1777651393111,Up,0.971,0.103,-0.041,-9.893,22.0,0.336
1777651392540,1777651393123,Up,0.939,0.08,-0.037,-9.405,20.351,-1.786
1777651392540,1777651393132,Up,0.909,0.049,-0.031,-7.588,18.336,-1.115
1777651392540,1777651393144,Up,0.913,0.023,-0.021,-5.176,18.366,4.382
1777651392540,1777651393150,Up,0.91,0.01,0.004,-2.229,19.863,12.092
1777651392540,1777651393162,Up,0.903,-0.004,0.005,2.153,20.763,19.466
1777651392540,1777651393169,Up,0.927,0.023,0.014,4.992,22.397,26.84
1777651392540,1777651393184,Up,0.958,0.041,0.003,7.267,24.046,29.969
1777651392540,1777651393191,Up,0.994,0.09,0.009,8.504,25.618,29.847
1777651392540,1777651393201,Up,0.975,0.128,-0.015,7.756,26.458,27.038
1777651392540,1777651393210,Up,0.942,0.161,-0.043,7.069,25.084,25.771
1777651392540,1777651393221,Up,0.932,0.192,-0.059,6.718,23.191,25.221
1777651392540,1777651393232,Up,0.937,0.199,-0.065,3.527,19.985,21.695
1777651392540,1777651393242,Up,0.943,0.216,-0.055,-3.557,16.931,18.137
1777651392540,1777651393254,Up,0.971,0.2,-0.048,-13.954,9.023,7.588
